,modality,direction,day,interval,variable,pc,method,sampling,f1_mean,f1_stdev,accuracy_mean,accuracy_stdev,precision_mean,precision_stdev,sensitivity_mean,sensitivity_stdev,specificity_mean,specificity_stdev,auc_mean,auc_stdev
1281,call,In,14,6,counts,8,RFC,up,0.6189897193948553,0.05954240421393885,0.5547540983606555,0.0579113110370836,0.6075873742703396,0.04852188045302002,0.6362857142857142,0.09051992563360887,0.44499999999999984,0.10533197035771884,0.5406428571428573,0.05858757837095225
1282,text,All,14,4,average_length,14,RFC,up,0.6189526612878423,0.04282264936125983,0.5371428571428573,0.04725365600144348,0.5944518039546242,0.039190600631246506,0.6489473684210525,0.06748773879013027,0.3817073170731705,0.09646931742890548,0.5153273427471114,0.050027816296031126
1283,text,Out,14,24,unique_contacts,11,KNN,up,0.6189383313799555,0.0835291165185044,0.5587878787878787,0.07696557547369688,0.647497327568484,0.06924600528863971,0.6035000000000001,0.12169987093608026,0.4899999999999998,0.14572791984119582,0.54675,0.07789244255469496
1284,text,Out,14,12,counts,4,SVC,up,0.6188370904698948,0.08163274416034458,0.5763636363636365,0.06917935043659602,0.6813181185343722,0.07919341372550763,0.5800000000000002,0.12018504251546633,0.5707692307692309,0.1581299477951466,0.5753846153846156,0.07248976893962654
1285,text,Out,14,12,combined,1,KNN,down,0.6188362684839627,0.09153170546122184,0.5809090909090908,0.08240558225188557,0.6870113866798314,0.0826734763439555,0.5734999999999997,0.12049037012528965,0.5923076923076922,0.140654310876882,0.5829038461538459,0.08299010138119348
1286,text,Out,14,6,average_length,10,SVC,down,0.6187114392823542,0.08097345089237472,0.5884848484848488,0.0571691537355203,0.7066248756323438,0.07052576231322617,0.5674999999999999,0.12680514758693925,0.6207692307692309,0.158535751060616,0.5941346153846152,0.05879570016911665
1287,call,In,14,24,unique_contacts,7,RFC,up,0.6186552920468369,0.0603337211405522,0.5591803278688527,0.05903363991529704,0.6135866788964323,0.05208990856797517,0.6282857142857144,0.08647998542314796,0.4661538461538463,0.09722096278972846,0.5472197802197802,0.05935436935392964
1288,call,In,14,6,combined,9,RFC,up,0.6185988458010008,0.057090683915163476,0.5613114754098361,0.05927341870782756,0.6174250504607659,0.052037768563842235,0.624,0.08098751465754526,0.4769230769230767,0.10035499716377276,0.5504615384615386,0.06059162698225104
1289,text,Out,14,6,counts,7,SVC,up,0.6185832087817766,0.08492776166280938,0.5881818181818183,0.07285151615798371,0.7094301499048603,0.09688124071576544,0.5635,0.12078342752065105,0.6261538461538458,0.17183835514125198,0.5948269230769232,0.07859569207876789
1290,text,Out,14,4,combined,13,LR,down,0.61857471704624,0.08124365670048095,0.5715151515151513,0.07988685174441157,0.6726772258921438,0.08163635589978457,0.5809999999999997,0.10607315943024964,0.5569230769230769,0.15075368995274158,0.5689615384615385,0.08459640777524352
1291,text,Out,14,6,combined,11,LR,down,0.6185490202225308,0.08688234490547618,0.5748484848484848,0.08456103743093207,0.6788333469903258,0.08648846841108519,0.5784999999999997,0.11661362430581328,0.5692307692307692,0.15956728289160682,0.5738653846153846,0.08879623812665143
1292,text,Out,14,24,average_length,4,KNN,down,0.6185158771434829,0.07365389915930133,0.5539393939393941,0.0742369581266454,0.6423553509588977,0.06858281900877525,0.6040000000000003,0.10315233414908284,0.476923076923077,0.14504754485877894,0.5404615384615384,0.07860863080482414
1293,call,All,14,24,combined,13,RFC,up,0.6184996293376358,0.05417478048551797,0.5561428571428573,0.05338490858130397,0.5931511957599167,0.043945544128381316,0.6507692307692307,0.08482898643474812,0.4370967741935483,0.09242707257983117,0.5439330024813893,0.05349299081064588
1294,text,Out,14,24,average_length,13,RFC,down,0.6184917398280125,0.08972209763283019,0.5715151515151515,0.08592823837076127,0.6711639540104979,0.08570410852554322,0.5829999999999996,0.11638928063384807,0.5538461538461538,0.15384615384615385,0.5684230769230769,0.0893251901769229
1295,text,Out,14,6,average_length,9,SVC,up,0.6184616829169752,0.07210373294222293,0.5703030303030308,0.06321005190772534,0.6702133580592592,0.0668226819764441,0.585,0.109981632993694,0.5476923076923079,0.14557403495588805,0.5663461538461539,0.06640588001167902
1296,text,Out,14,24,average_length,10,RFC,down,0.6184467551739767,0.08025489173765185,0.5781818181818181,0.06887027854257048,0.6839558710220845,0.07533687251531422,0.5750000000000003,0.11135075167680683,0.5830769230769232,0.1405182650843153,0.5790384615384615,0.07088875206579627
1297,text,All,14,6,counts,11,RFC,up,0.6184341554296193,0.04582062703096025,0.5383673469387757,0.04275739095473092,0.5944668241432565,0.03182485104412705,0.6473684210526314,0.07220613156326879,0.3868292682926831,0.07096282889304492,0.5170988446726571,0.04150889669652396
1298,text,Out,14,24,combined,4,KNN,down,0.6184130788111545,0.08152788007074845,0.5693939393939396,0.07696256254458315,0.6694624797205156,0.07860221953458932,0.586,0.11416804909581064,0.5438461538461538,0.15853575106061593,0.5649230769230771,0.08152838189593464
1299,text,Out,14,6,unique_contacts,2,SVC,down,0.6184008974706225,0.10227993474280912,0.5869696969696969,0.06980335501343014,0.7096276990051511,0.0983404615942394,0.579,0.16083431464608774,0.5992307692307695,0.22173321966742435,0.5891153846153848,0.07695377204204101
1300,text,Out,14,12,counts,15,LR,down,0.6182647665283683,0.08797240265659031,0.5839393939393941,0.07088459938227139,0.6938776836006311,0.07114785922353649,0.5719999999999996,0.12955245417914082,0.6023076923076922,0.14711579723776758,0.5871538461538462,0.06996976728723538
1301,call,In,14,6,average_length,13,RFC,up,0.6182640030780047,0.05986902874997399,0.5536065573770491,0.05730509054282337,0.606015701260625,0.04751261029930736,0.6359999999999997,0.08958273827303767,0.4426923076923073,0.09617249236455208,0.539346153846154,0.057070655853356765
1302,text,Out,14,6,counts,2,SVC,down,0.6182289627658563,0.09469485986841887,0.6075757575757575,0.07875903029572287,0.7619736120577879,0.11145286870703287,0.5385000000000002,0.12828609913908534,0.7138461538461535,0.1940727083485841,0.6261730769230767,0.08703706615336652
1303,call,All,14,24,counts,7,RFC,up,0.618195142550106,0.049655107129892934,0.5624285714285717,0.04764739416037536,0.6015820121465244,0.041673650039879336,0.6402564102564102,0.07879573269421873,0.4645161290322581,0.0878352291856706,0.5523862696443341,0.047910290604143584
1304,text,All,14,24,counts,14,RFC,up,0.6181881037267625,0.05052570680087703,0.5403061224489798,0.050955947735550386,0.597306758403047,0.04043551240025717,0.6436842105263153,0.07475301395220331,0.3965853658536585,0.08410678862322753,0.520134788189987,0.05117480883860367
1305,text,Out,14,24,counts,5,SVC,up,0.6181777415732529,0.093709184455419,0.5721212121212123,0.08106936637552227,0.6716283629402858,0.08703849112128287,0.5860000000000002,0.1295056646317726,0.5507692307692306,0.16389847448842534,0.5683846153846156,0.08351438106028575
1306,text,Out,14,6,average_length,13,LR,down,0.6181746324725435,0.08425397909130744,0.5821212121212122,0.07525637697293514,0.6934490603098759,0.0864698277293987,0.5684999999999999,0.11183840254057767,0.6030769230769228,0.1481945616933168,0.5857884615384613,0.0785382559678351
1307,text,Out,14,4,average_length,10,RFC,down,0.6181709261942671,0.10081570824419447,0.5863636363636362,0.08830837654841868,0.699278856617351,0.09484105916087246,0.5674999999999999,0.13283524389333584,0.6153846153846154,0.1591922711325303,0.5914423076923078,0.08948696867816018
1308,text,Out,14,12,combined,10,KNN,up,0.6181550208088913,0.08408581670718933,0.5654545454545454,0.07659106841863854,0.6596811706551476,0.0784401112476878,0.5905000000000001,0.11274692318138305,0.526923076923077,0.1406011836565252,0.5587115384615383,0.07849284791691494
1309,call,In,14,24,combined,10,SVC,up,0.6181420719481469,0.0643506760619458,0.5813114754098362,0.05535651776169103,0.6463376623732175,0.05029035247647154,0.5980000000000001,0.09386499337913767,0.5588461538461538,0.08990245678677466,0.5784230769230767,0.05375557037163711
1310,text,Out,14,24,average_length,15,KNN,up,0.6181119989804545,0.08818615567104175,0.5478787878787879,0.08314794192830982,0.6288894692102392,0.06776051020643375,0.6154999999999999,0.12054065913645284,0.4438461538461539,0.12883528117504436,0.5296730769230767,0.08207142772426967
1311,text,Out,14,24,combined,14,LR,down,0.6181092840768396,0.0829097591774608,0.5693939393939398,0.07720322531413758,0.6679972020897246,0.07623044083915839,0.5860000000000004,0.11614167593456227,0.5438461538461538,0.14597379823066958,0.5649230769230771,0.07930845008708008
