modality,direction,day,interval,variable,pc,method,sampling,f1_mean,f1_stdev,accuracy_mean,accuracy_stdev,precision_mean,precision_stdev,sensitivity_mean,sensitivity_stdev,specificity_mean,specificity_stdev,auc_mean,auc_stdev
text,Out,14,24,counts,8,LR,up,0.5470433085765918,0.10713972056529275,0.5466666666666669,0.08789692718862897,0.5434175285498816,0.0888751085062275,0.5616666666666668,0.14870371418627923,0.5316666666666666,0.12181981505513519,0.5466666666666669,0.08789692718862897
text,Out,14,4,counts,4,LR,down,0.5469727823118421,0.11398516410439907,0.5245833333333332,0.08904953129337079,0.520565342938795,0.0926726245117426,0.5958333333333333,0.1717960677340692,0.4533333333333334,0.1646851909590298,0.5245833333333332,0.08904953129337079
text,Out,14,24,unique_contacts,5,SVC,up,0.5469122923399466,0.0965487610866546,0.5595833333333334,0.07063499663565799,0.5655966200981682,0.07979745070356671,0.55,0.15075567228888184,0.5691666666666666,0.1484369554452768,0.5595833333333334,0.070634996635658
text,Out,14,24,combined,1,RFC,up,0.5468787827824101,0.12447243681936393,0.5449999999999998,0.10166266482160867,0.5470611169875874,0.1280270036188863,0.5683333333333334,0.17138931863148651,0.5216666666666667,0.1665066571976435,0.5449999999999998,0.1016626648216087
text,Out,14,24,counts,9,LR,up,0.5467598008544904,0.09830849028852282,0.5454166666666669,0.07746487383253144,0.5422212411771237,0.07596059027672333,0.5625,0.14132956525692944,0.5283333333333335,0.11738595009395834,0.5454166666666669,0.07746487383253142
text,Out,14,12,average_length,2,SVC,down,0.54673223636042,0.09383635397528166,0.5383333333333336,0.06286509525977195,0.540801374365229,0.07014864700166791,0.5808333333333333,0.1693616290418072,0.49583333333333335,0.18133089162051855,0.5383333333333336,0.06286509525977194
text,Out,14,4,average_length,8,RFC,up,0.5466491827550864,0.11072685380687868,0.539166666666667,0.08760515566827848,0.5368866159210588,0.09044758084383732,0.5741666666666664,0.15930501065488517,0.5041666666666669,0.15093005716185942,0.539166666666667,0.08760515566827848
text,Out,14,24,combined,8,SVC,down,0.5465736983069445,0.08983578067027938,0.5641666666666668,0.0735932415893734,0.5764541569541569,0.08589353026180406,0.5391666666666669,0.13785219153702283,0.5891666666666666,0.1638032647410999,0.5641666666666668,0.07359324158937341
text,Out,14,6,combined,3,SVC,down,0.5465725205404893,0.09521226874872529,0.5324999999999999,0.07847361892026006,0.5363379521665127,0.0825417362140489,0.5825000000000001,0.16088236983834986,0.4825000000000001,0.18663802991018258,0.5325,0.07847361892026006
text,Out,14,24,combined,4,SVC,down,0.5465240633335511,0.09863474959046159,0.5770833333333332,0.07499883089249662,0.5948813963813963,0.09420326159701416,0.5258333333333333,0.1458820265028069,0.6283333333333333,0.16387390789259595,0.5770833333333332,0.07499883089249662
text,Out,14,4,counts,8,LR,up,0.5464877042298185,0.10745805254936466,0.5204166666666666,0.0952165041362718,0.5209988470421908,0.09671322183650975,0.5950000000000001,0.16455735954105663,0.44583333333333336,0.17899480834410092,0.5204166666666666,0.09521650413627179
text,Out,14,24,counts,7,LR,down,0.5464402294278581,0.10042216483432626,0.5483333333333333,0.07961396760860397,0.5471007343190005,0.081055035076137,0.5591666666666667,0.14568956357193974,0.5375000000000001,0.13049106509483602,0.5483333333333333,0.07961396760860397
text,Out,14,24,combined,2,SVC,down,0.5464074968283826,0.09276149655282659,0.5775,0.07879475818192001,0.6045725018445604,0.11169598859591458,0.5216666666666666,0.13793612601384814,0.6333333333333334,0.18040980908577525,0.5775,0.07879475818192001
text,Out,14,12,average_length,3,SVC,down,0.5463314415305871,0.09399503410422522,0.5425000000000001,0.07652765174419948,0.5489555709094005,0.09181737098163589,0.5691666666666667,0.16025328927289886,0.5158333333333335,0.1779414492789488,0.5425000000000001,0.07652765174419948
text,Out,14,12,average_length,7,RFC,up,0.546164310970517,0.1040802266581283,0.5329166666666666,0.08628912034296263,0.530223503620562,0.08946195511968415,0.5758333333333332,0.1451106431845442,0.48999999999999994,0.13674096690979395,0.5329166666666666,0.08628912034296264
text,Out,14,24,counts,11,LR,up,0.5461329936319439,0.10233590806852545,0.5433333333333334,0.08436233381671804,0.540553488178488,0.08516460886659141,0.5625,0.14132956525692947,0.5241666666666668,0.12154022302798559,0.5433333333333334,0.08436233381671802
text,Out,14,24,combined,10,SVC,down,0.5460809349713379,0.09916097996515147,0.5666666666666668,0.0718033697379441,0.5737530976935004,0.08326534527852568,0.5375,0.14231876063832774,0.5958333333333337,0.1388257432212063,0.5666666666666668,0.0718033697379441
text,Out,14,12,combined,13,SVC,down,0.5460716137151185,0.08883846836699136,0.5449999999999999,0.07269657741686127,0.5507555456239668,0.088300305796582,0.5608333333333332,0.13754654349486561,0.5291666666666669,0.16428218516819273,0.5449999999999999,0.07269657741686127
text,Out,14,12,counts,3,LR,up,0.5459012042954355,0.09832554256317859,0.5525000000000003,0.08197974757429836,0.5562053872340251,0.09175915696034276,0.5499999999999997,0.13504789855677712,0.5549999999999999,0.14371416012497334,0.5525000000000003,0.08197974757429836
text,Out,14,24,counts,15,LR,up,0.5457996748291468,0.09936158601830154,0.5445833333333333,0.08017040458326109,0.542007954463837,0.08257570196653866,0.5599999999999999,0.1376612410373763,0.5291666666666666,0.11747853637809695,0.5445833333333333,0.0801704045832611
text,Out,14,24,counts,13,LR,up,0.5457854068692151,0.09398641496000541,0.5408333333333332,0.0781152491109054,0.5386504173930645,0.08001102827279154,0.5625000000000001,0.12995239998794275,0.5191666666666669,0.12012374371752568,0.5408333333333332,0.07811524911090542
text,Out,14,12,combined,3,SVC,down,0.545695879420711,0.09648970544960314,0.5541666666666667,0.07502805311487667,0.562206704243469,0.08807566249091528,0.5541666666666669,0.15819150124522405,0.5541666666666667,0.1813308916205186,0.5541666666666667,0.07502805311487666
text,Out,14,6,average_length,1,SVC,down,0.5456657641635494,0.11548350858852545,0.5529166666666665,0.06978577730314908,0.5680529339007264,0.10317094263461052,0.5791666666666667,0.2242255032745896,0.5266666666666666,0.24241582476968254,0.5529166666666665,0.06978577730314905
text,Out,14,4,unique_contacts,14,LR,down,0.5454962320942351,0.0916268923929599,0.5379166666666666,0.07493333176066713,0.5376670260853698,0.07706016317300234,0.5675,0.13540841078174468,0.5083333333333334,0.13685377681655783,0.5379166666666666,0.07493333176066713
text,Out,14,24,average_length,7,LR,up,0.5454907215017077,0.10479881662749414,0.555,0.07741618689438269,0.559274674156253,0.087651239150504,0.5525000000000001,0.1510601332609982,0.5574999999999999,0.16270329595318342,0.555,0.07741618689438272
text,Out,14,6,counts,8,LR,up,0.5453718335477296,0.09982218903055018,0.5329166666666664,0.08948172728214507,0.5339231552760966,0.08946930533928997,0.5725000000000001,0.14245669986202122,0.4933333333333331,0.16096301099659793,0.5329166666666664,0.08948172728214507
text,Out,14,24,combined,5,SVC,down,0.5452856140313339,0.09492103666485671,0.5749999999999997,0.07007291376521016,0.5905609254866221,0.08993968867861007,0.525,0.1418868362412136,0.6250000000000001,0.1546601211897228,0.5749999999999997,0.07007291376521015
text,Out,14,6,unique_contacts,2,SVC,up,0.5452675556572761,0.08802686092576606,0.5270833333333332,0.07066478262846473,0.5323438136081325,0.0807416837052461,0.5883333333333333,0.17197766931490094,0.4658333333333332,0.19716530691061815,0.5270833333333332,0.07066478262846472
text,Out,14,12,unique_contacts,15,SVC,down,0.5452441492003968,0.0943951544036364,0.5295833333333334,0.08254997975922923,0.5296241820614885,0.08017865099958281,0.5775000000000002,0.14470402084111889,0.48166666666666663,0.15009349873126315,0.5295833333333334,0.08254997975922924
text,Out,14,24,combined,13,SVC,down,0.5451843034747664,0.10058932212569179,0.5629166666666667,0.07361111111111111,0.5704346353251154,0.08140899055686986,0.5425000000000003,0.15098581778338377,0.583333333333333,0.15891043154093207,0.5629166666666667,0.07361111111111111
text,Out,14,6,combined,8,LR,up,0.5451451687696324,0.08595058101148689,0.5233333333333331,0.07568430800446338,0.5239737419443303,0.07212406768516884,0.5841666666666666,0.13888636361340637,0.46250000000000013,0.15505646848006183,0.5233333333333331,0.07568430800446338
text,Out,14,24,combined,15,LR,down,0.5448319653210548,0.10173921728332935,0.54,0.08477705627398609,0.5407481060391278,0.08709554233375585,0.5666666666666667,0.15488672954743088,0.5133333333333333,0.1574559243906099,0.54,0.0847770562739861
text,Out,14,12,average_length,14,RFC,down,0.5448318203158796,0.10095433464576692,0.5504166666666667,0.07705631294552508,0.5496584371510845,0.08358313114539064,0.5525,0.13997304133577168,0.5483333333333335,0.1203133768205984,0.5504166666666667,0.07705631294552508
text,Out,14,24,unique_contacts,4,SVC,up,0.5448070026676429,0.10035456234285835,0.5604166666666669,0.07615897448061779,0.5693978113389878,0.09273482176099626,0.5441666666666667,0.1546397101494523,0.5766666666666667,0.16526345324564545,0.5604166666666669,0.07615897448061779
text,Out,14,4,counts,7,LR,down,0.5446799787777312,0.1124192359220486,0.5249999999999997,0.09494076362175484,0.5232150530927623,0.0977441856719624,0.5858333333333337,0.1630306237714793,0.4641666666666668,0.1671940309805068,0.5249999999999997,0.09494076362175485
text,Out,14,24,combined,9,SVC,down,0.5446640379460931,0.088406726775123,0.556666666666667,0.06995268562901329,0.5636000395803028,0.07559394470400077,0.5441666666666667,0.1352840259482533,0.5691666666666666,0.15536378872259832,0.556666666666667,0.0699526856290133
text,Out,14,24,counts,15,LR,down,0.5445847533842718,0.09423483009316351,0.5475000000000001,0.0839664501970763,0.5516385787415199,0.09711857261429159,0.5491666666666666,0.12427963021788066,0.5458333333333335,0.1393301072556782,0.5475000000000001,0.08396645019707628
text,Out,14,24,combined,2,RFC,down,0.5444821567227751,0.10426901482851926,0.5583333333333332,0.08663493332529516,0.5651377930634898,0.09667589046772038,0.5408333333333334,0.1393905083020856,0.5758333333333334,0.15172733459350932,0.5583333333333332,0.08663493332529516
text,Out,14,24,combined,7,SVC,up,0.5444310001985966,0.09293240970096475,0.5587500000000002,0.07182656775970275,0.5683403268558069,0.08412724151698223,0.5433333333333333,0.14481304949538434,0.5741666666666666,0.17241558060530887,0.5587500000000002,0.07182656775970275
text,Out,14,4,combined,12,LR,down,0.5443735417382939,0.11250244329931172,0.5233333333333333,0.09718974926664864,0.5213660816307876,0.09738137490339166,0.5858333333333335,0.1617346866520667,0.46083333333333343,0.16130039386028705,0.5233333333333333,0.09718974926664863
text,Out,14,12,combined,11,SVC,down,0.5443121571660885,0.0938893276333967,0.5445833333333332,0.07379194483366364,0.5491822344322344,0.09269503742735377,0.5583333333333336,0.14089460842993257,0.5308333333333332,0.1665214013404196,0.5445833333333332,0.07379194483366364
text,Out,14,12,average_length,15,RFC,up,0.544294764644664,0.09782032444181857,0.5333333333333333,0.08520622635759086,0.5333328382144173,0.0885035105964314,0.5691666666666667,0.1386639592781542,0.4975,0.1393703775284959,0.5333333333333333,0.08520622635759084
text,Out,14,4,unique_contacts,13,LR,down,0.5441398719533003,0.08427979234263067,0.5329166666666667,0.07567851514347376,0.5361648996428409,0.08266539906775873,0.5674999999999999,0.12461782204511618,0.49833333333333335,0.14649860282100743,0.5329166666666667,0.07567851514347379
text,Out,14,24,combined,8,SVC,up,0.5441028729966706,0.08747634789690094,0.5562499999999999,0.06839484584580628,0.5640330592610003,0.07702699951628193,0.5441666666666667,0.13886615975635316,0.5683333333333334,0.15907808189429956,0.5562499999999999,0.06839484584580628
text,Out,14,12,unique_contacts,14,LR,up,0.5440956868057153,0.09902651284542602,0.5337499999999998,0.0883774348329613,0.5332988028053817,0.08946953666217831,0.5666666666666667,0.1334805584485102,0.5008333333333332,0.14039336671876898,0.5337499999999998,0.08837743483296129
text,Out,14,24,combined,14,LR,down,0.5440956221614544,0.09906762910322603,0.5358333333333336,0.08541589676913441,0.5366089454920726,0.08423144643117006,0.5683333333333331,0.14859045924663056,0.5033333333333335,0.1562035565095038,0.5358333333333336,0.0854158967691344
text,Out,14,6,combined,15,SVC,down,0.5440892141204384,0.08409363096235399,0.5333333333333333,0.0734930919740164,0.5404611394367587,0.08437902956770596,0.5716666666666668,0.14603821586772125,0.49499999999999994,0.18111606859423132,0.5333333333333333,0.07349309197401642
text,Out,14,24,combined,10,SVC,up,0.5439756498640973,0.09498107605550249,0.5583333333333335,0.07277372955045236,0.5658654161456019,0.07981365770446891,0.5433333333333333,0.14529663145135577,0.5733333333333331,0.15859229221975185,0.5583333333333335,0.07277372955045233
text,Out,14,24,combined,14,SVC,down,0.5438347823522326,0.10069838678967809,0.5591666666666668,0.07541970109415252,0.5659515148594099,0.0900752013308782,0.5433333333333334,0.15419680750042172,0.5750000000000002,0.16044795597601086,0.5591666666666668,0.07541970109415252
text,Out,14,12,unique_contacts,14,SVC,up,0.5438014059952841,0.09730800754238715,0.5225000000000001,0.08321118994723888,0.5206647136403328,0.07915864769625869,0.5833333333333333,0.1465081788319221,0.4616666666666667,0.14478398321546185,0.5225,0.08321118994723886
text,Out,14,12,combined,3,SVC,up,0.5437794901218946,0.09227333310878855,0.5487500000000001,0.07398181860245226,0.5569596033051916,0.08636202457235036,0.5550000000000002,0.15316525702520123,0.5425000000000002,0.18444528112260034,0.5487500000000001,0.07398181860245225
text,Out,14,6,combined,13,SVC,down,0.5437140428194787,0.08583418819558994,0.5325000000000002,0.0661013489100008,0.534920410471881,0.07357804943980725,0.5741666666666667,0.15117153797755903,0.49083333333333334,0.16704292545631982,0.5325000000000002,0.0661013489100008
text,Out,14,6,counts,9,LR,down,0.5436647095284423,0.10518923513956602,0.532083333333333,0.09472903497523909,0.5339323779935234,0.10227853918738951,0.5683333333333332,0.14232122501111502,0.49583333333333335,0.1655581824752609,0.532083333333333,0.0947290349752391
text,Out,14,12,average_length,6,RFC,down,0.5435458632917985,0.09999470370211977,0.5362499999999999,0.08534092683754063,0.5364017748677192,0.08670801590469868,0.5658333333333333,0.14520729019861153,0.5066666666666668,0.14442501811869665,0.53625,0.08534092683754063
text,Out,14,6,combined,8,LR,down,0.543538873965534,0.09090024188049502,0.5279166666666665,0.08164428848898846,0.5291661296220121,0.07979228137913773,0.5741666666666666,0.13756694115834406,0.48166666666666685,0.1569472378405202,0.5279166666666665,0.08164428848898846
text,Out,14,12,average_length,13,RFC,down,0.5433721059188208,0.09725787312183262,0.54875,0.07132676226067146,0.5471098804016762,0.07482269564191098,0.5516666666666665,0.1375082897205222,0.5458333333333332,0.1138396050054154,0.54875,0.07132676226067149
text,Out,14,6,counts,9,LR,up,0.5433076248788609,0.09069211282848544,0.5279166666666667,0.08624033152269757,0.5308512788381209,0.08956704067589505,0.5699999999999998,0.12851128944630316,0.48583333333333373,0.16112634898333775,0.5279166666666667,0.08624033152269758
text,Out,14,24,combined,11,RFC,up,0.5432359768420126,0.10171450832376136,0.5029166666666667,0.0902544647443276,0.5012007505308589,0.0804976217592662,0.6058333333333334,0.1529980047257353,0.40000000000000013,0.14014582753042032,0.5029166666666667,0.0902544647443276
text,Out,14,24,unique_contacts,5,SVC,down,0.543201552002013,0.10722190227055087,0.5612500000000001,0.07822181150890797,0.5689528812690577,0.09593009639992624,0.5416666666666667,0.1586895691248988,0.5808333333333332,0.15372981604487035,0.5612500000000001,0.07822181150890797
text,Out,14,6,combined,7,LR,down,0.5427956632167511,0.08317386088504124,0.5262499999999999,0.0724488964208054,0.5302510205223054,0.07618028597433375,0.5758333333333335,0.1381774709133637,0.4766666666666666,0.16585661731874768,0.5262499999999999,0.07244889642080542
text,Out,14,6,combined,12,SVC,down,0.5427933643604956,0.09077176210642718,0.5362500000000001,0.07412390474583705,0.5407013539865707,0.0848533852238692,0.5666666666666669,0.15122025173312995,0.5058333333333335,0.16927877312381207,0.5362500000000001,0.07412390474583705
text,Out,14,24,counts,8,LR,down,0.5426545343876665,0.10126361693948131,0.5445833333333336,0.0850527581037499,0.5446318357854733,0.08773362617415706,0.5533333333333331,0.14288199238741417,0.5358333333333334,0.13308847466081386,0.5445833333333336,0.08505275810374989
text,Out,14,4,average_length,9,RFC,down,0.5426020278461143,0.12155889887144194,0.5529166666666666,0.09037096977087745,0.5545323638779521,0.10578800525780536,0.5525000000000001,0.17027038311756795,0.5533333333333333,0.15192369163763783,0.5529166666666666,0.09037096977087745
text,Out,14,24,average_length,1,KNN,up,0.5425181314767554,0.09521655131627153,0.5433333333333332,0.07394981159706429,0.5458206837022628,0.08640486207740906,0.5566666666666666,0.1430586201495811,0.5299999999999998,0.14288199238741414,0.5433333333333332,0.07394981159706429
text,Out,14,6,counts,10,LR,down,0.5425092407602249,0.09762867841079287,0.5283333333333335,0.08900718138973399,0.5293672693835232,0.08860706326251104,0.5699999999999998,0.13593835666422538,0.48666666666666664,0.1574559243906099,0.5283333333333335,0.08900718138973397
text,Out,14,24,unique_contacts,13,SVC,down,0.5424062789589861,0.10736400886801367,0.5604166666666665,0.08063279995592217,0.5684429059502589,0.09833751692555855,0.5399999999999999,0.15779413772060707,0.5808333333333333,0.15733782379598832,0.5604166666666665,0.08063279995592217
text,Out,14,24,combined,14,LR,up,0.5423169544610407,0.09927095296816288,0.5291666666666667,0.08653366510444668,0.5297126810238264,0.08666495458487379,0.5724999999999997,0.15198601078634658,0.4858333333333333,0.16199470346470365,0.5291666666666667,0.08653366510444668
text,Out,14,12,average_length,4,KNN,down,0.5423068397081836,0.11261192588337147,0.5299999999999998,0.09402760059962718,0.5274842557253548,0.09758301483122257,0.5741666666666668,0.16492992424121591,0.48583333333333334,0.15078126135782077,0.5299999999999998,0.09402760059962717
text,Out,14,12,combined,12,SVC,up,0.542251766295674,0.091262630586405,0.5399999999999997,0.0798778528784505,0.5464944723319338,0.09494659330329984,0.5566666666666668,0.13857540379329902,0.5233333333333334,0.17085642859406605,0.5399999999999998,0.0798778528784505
text,Out,14,24,combined,9,SVC,up,0.5422513322598642,0.0912623835531777,0.5533333333333332,0.07279300480692881,0.5611026979556393,0.08113356828556996,0.5441666666666669,0.14136926596778157,0.5625000000000001,0.16213320859356353,0.5533333333333332,0.07279300480692878
text,Out,14,12,unique_contacts,15,SVC,up,0.5421770276992963,0.10164603956458136,0.5216666666666666,0.08632670957261213,0.5199111915346433,0.07999137309620466,0.5833333333333333,0.1580251297693133,0.4599999999999999,0.15144274364119026,0.5216666666666666,0.08632670957261213
text,Out,14,4,unique_contacts,15,LR,up,0.5421673451091901,0.0837468406082457,0.530833333333333,0.0726821022743655,0.5310405991067755,0.07074147372831759,0.5658333333333333,0.12439246298906079,0.49583333333333324,0.13315170710275215,0.530833333333333,0.07268210227436549
text,Out,14,24,combined,10,RFC,up,0.5421514812302813,0.08685650957508165,0.5029166666666667,0.08809123643785044,0.5074754011468405,0.08373406775930915,0.5983333333333332,0.14033589655120504,0.4074999999999999,0.17403534027116355,0.5029166666666667,0.08809123643785044
text,Out,14,6,combined,12,SVC,up,0.5420318386527955,0.08458728055185624,0.5287499999999998,0.06873246128699234,0.5341715424742919,0.07611040544037166,0.575,0.1532934364724868,0.48249999999999993,0.18738820086299765,0.5287499999999998,0.06873246128699236
text,Out,14,24,counts,5,LR,down,0.5420023358429256,0.10863852295552982,0.5545833333333333,0.08263490992882491,0.557339432110717,0.08977308557696914,0.5466666666666664,0.16254154264808657,0.5625000000000001,0.14427680637394052,0.5545833333333333,0.08263490992882491
text,Out,14,24,unique_contacts,9,RFC,down,0.5419372752031881,0.10014166335402874,0.5416666666666667,0.07989541424018373,0.542403290036417,0.08219968611553488,0.5583333333333333,0.14864709750264074,0.5249999999999999,0.1398953432774196,0.5416666666666666,0.07989541424018372
text,Out,14,12,average_length,4,RFC,up,0.5419357265460844,0.12655068951518936,0.5425,0.09438129201715922,0.5370492202585857,0.09921624135330219,0.5658333333333335,0.1797456583161376,0.5191666666666667,0.14450998901392112,0.5425,0.0943812920171592
text,Out,14,6,combined,13,SVC,up,0.5419116191215995,0.08727468586564227,0.5254166666666668,0.0739438828534708,0.5299411476036865,0.08060680849182152,0.5766666666666669,0.1482596381833358,0.474166666666667,0.1879115386356384,0.5254166666666669,0.07394388285347077
text,Out,14,6,combined,2,SVC,up,0.5418835071786189,0.09278625904804409,0.5262499999999997,0.07098172216954786,0.529802035905869,0.0718113361266341,0.5833333333333335,0.17164288351481238,0.46916666666666673,0.19085981540335425,0.5262499999999998,0.07098172216954786
text,Out,14,12,unique_contacts,13,SVC,down,0.5417949387362344,0.10126032834259274,0.5262499999999999,0.08575091659550756,0.5247944460510248,0.08551156250494811,0.5750000000000002,0.15191445699691952,0.4775,0.15345579577524787,0.5262499999999999,0.08575091659550757
text,Out,14,6,counts,6,LR,down,0.5417792623662344,0.09578333123394049,0.5304166666666665,0.09095125635497124,0.5343658743217566,0.09548884157811711,0.5641666666666664,0.13340433715482106,0.49666666666666665,0.15798961451326995,0.5304166666666665,0.09095125635497124
text,Out,14,6,combined,3,SVC,up,0.5417677713839173,0.0992071180627481,0.5279166666666666,0.0799074854375748,0.5317592482766633,0.08599927580843023,0.5791666666666666,0.1684979359909821,0.4766666666666668,0.1906483709523933,0.5279166666666666,0.07990748543757481
text,Out,14,24,average_length,7,LR,down,0.5417581190698897,0.1036013417401642,0.5545833333333334,0.07872239330477619,0.5603591318811906,0.08774819321712143,0.5441666666666667,0.15003506885232495,0.5649999999999998,0.16436969363013013,0.5545833333333334,0.07872239330477622
text,Out,14,6,average_length,14,LR,up,0.5417208818217423,0.09102593015744287,0.5441666666666669,0.07762882562490067,0.5505327501445922,0.08357751955957389,0.5516666666666667,0.13545243635324236,0.5366666666666666,0.15772299518420435,0.5441666666666669,0.07762882562490067
text,Out,14,12,unique_contacts,14,SVC,down,0.5417038064192334,0.09860159854646906,0.52375,0.0902544647443276,0.525175295894336,0.08830726421391308,0.5758333333333335,0.1479825990013114,0.4716666666666665,0.16076242309037894,0.5237500000000002,0.09025446474432759
text,Out,14,6,average_length,6,SVC,down,0.5416824567229046,0.09003056483251289,0.5404166666666667,0.07142503899394238,0.5490532865826983,0.08971823274293132,0.5608333333333334,0.15299800472573527,0.5199999999999999,0.18392161508052055,0.5404166666666667,0.07142503899394238
text,Out,14,24,average_length,1,KNN,down,0.54158923926238,0.09838844878415996,0.5479166666666665,0.07569705073819033,0.5516550758323207,0.08707624979781772,0.5508333333333334,0.1497730231838336,0.5449999999999998,0.15048555903885533,0.5479166666666665,0.07569705073819033
text,Out,14,24,counts,13,LR,down,0.5415353362668205,0.09266451125631521,0.5437499999999998,0.07546502858092971,0.5423630478998127,0.07584976828987104,0.5499999999999999,0.12920806874208113,0.5375000000000001,0.11506536960226545,0.5437499999999998,0.07546502858092972
text,Out,14,24,unique_contacts,15,SVC,down,0.5414337029464276,0.09800401029480266,0.5549999999999999,0.07201797069658912,0.562102620418797,0.08351896039743319,0.5441666666666667,0.1518936770025526,0.5658333333333333,0.15456711573291804,0.5549999999999999,0.07201797069658913
text,Out,14,24,average_length,10,LR,up,0.5414284816611429,0.10054351938113905,0.5433333333333333,0.08225736349778774,0.5440280221154836,0.08772046564496584,0.5525000000000001,0.14097175573391493,0.5341666666666668,0.14414060896053946,0.5433333333333333,0.08225736349778774
text,Out,14,4,combined,1,SVC,down,0.5413527176685414,0.09849291435213822,0.5295833333333332,0.06734060658454127,0.5319086989796374,0.07499958597816418,0.5816666666666667,0.18117802568784014,0.4775,0.19276147574654678,0.5295833333333333,0.06734060658454127
text,Out,14,4,combined,15,LR,down,0.5413115563739636,0.09337253878268487,0.5229166666666667,0.07546502858092974,0.5225973415988895,0.07571132833197537,0.5783333333333333,0.14546068309160723,0.4675,0.1588640759038827,0.5229166666666667,0.07546502858092974
text,Out,14,12,combined,2,SVC,up,0.5412046779325425,0.09782109583613714,0.5379166666666664,0.07375391142208065,0.5431549308534604,0.08334852364972532,0.5674999999999999,0.17069829186679106,0.5083333333333333,0.1908028404026625,0.5379166666666664,0.07375391142208065
text,Out,14,4,counts,1,LR,down,0.54116222342793,0.13287248890120618,0.4933333333333334,0.09131014230381028,0.4839522966713371,0.09628610967575271,0.6291666666666667,0.19762017043324578,0.35749999999999993,0.13363549516045092,0.4933333333333334,0.09131014230381028
text,Out,14,6,combined,10,SVC,down,0.5411393815301027,0.08433854388635972,0.53625,0.06638593036812661,0.541845485697653,0.07601543141700155,0.5633333333333336,0.14846766890240912,0.5091666666666665,0.17524033520903537,0.53625,0.0663859303681266
text,Out,14,6,combined,9,LR,down,0.5411159797535554,0.07681331033612084,0.5216666666666667,0.07264831572567788,0.5259818255789618,0.0721501886668326,0.5741666666666665,0.12473034888374171,0.4691666666666668,0.16095211590382075,0.5216666666666667,0.07264831572567787
text,Out,14,24,combined,4,SVC,up,0.5410537973918657,0.09337841412189314,0.57125,0.06989625750045668,0.5879775592055004,0.09106936858302428,0.5208333333333333,0.1418250253751825,0.6216666666666666,0.1586542026058224,0.57125,0.06989625750045668
text,Out,14,6,unique_contacts,3,SVC,up,0.5409949513423266,0.09226352912250595,0.5170833333333332,0.06702738062229807,0.5156403972704282,0.06970617020350794,0.5883333333333334,0.15705446666503572,0.4458333333333332,0.15505646848006185,0.5170833333333332,0.06702738062229809
text,Out,14,24,average_length,1,SVC,down,0.5409336292185413,0.10918065804116506,0.6016666666666667,0.07428106601063802,0.6536229179317417,0.12162272694319476,0.4908333333333336,0.15974472832213138,0.7125000000000001,0.17899480834410092,0.6016666666666667,0.07428106601063802
text,Out,14,24,counts,14,LR,up,0.5408700113891479,0.09548393167577285,0.5420833333333335,0.07778115973888199,0.540578435539349,0.07828287394686527,0.5516666666666667,0.1354524363532424,0.5325000000000002,0.11956184035901118,0.5420833333333335,0.077781159738882
text,Out,14,6,average_length,11,LR,up,0.540845743102497,0.0917454695118074,0.5429166666666668,0.07731985507472615,0.5485594304646162,0.08107958878654428,0.5524999999999998,0.14047328610004148,0.5333333333333333,0.16022921292136671,0.5429166666666668,0.07731985507472615
text,Out,14,12,counts,4,LR,down,0.5407460282556548,0.10148888203549605,0.5408333333333333,0.08642822028425629,0.5404988247047071,0.08576199172074414,0.5533333333333331,0.14090456529425577,0.5283333333333334,0.13824091269911112,0.5408333333333333,0.08642822028425629
text,Out,14,12,combined,15,RFC,up,0.5407253586665629,0.10165581701121147,0.50875,0.09388108120067325,0.508655477477459,0.08900153091481634,0.5908333333333333,0.14845585678625622,0.4266666666666668,0.15319273307834633,0.50875,0.09388108120067325
text,Out,14,12,average_length,9,RFC,down,0.5406746562245336,0.10457365054934464,0.5466666666666669,0.0860825954740363,0.5477896400984638,0.09119488608299454,0.5475000000000001,0.14567030329310063,0.5458333333333332,0.14083236207901298,0.5466666666666669,0.0860825954740363
text,Out,14,6,counts,12,LR,up,0.5406348729358363,0.10544190585753548,0.525833333333333,0.09303388108803713,0.5307060395744607,0.10525577885850357,0.5725,0.15012854574301845,0.47916666666666674,0.17301665905271754,0.525833333333333,0.09303388108803712
text,Out,14,6,counts,12,LR,down,0.5406266123047502,0.09912054293954865,0.5304166666666665,0.08476360969554997,0.5348768222231844,0.09728964028796366,0.5675000000000001,0.14684055730785894,0.4933333333333333,0.16526345324564554,0.5304166666666665,0.08476360969554998
text,Out,14,24,combined,4,KNN,up,0.5405604059331195,0.10666711990932966,0.5320833333333332,0.09323629364911022,0.5292763649748945,0.09118738099061396,0.5624999999999997,0.14427680637394052,0.5016666666666666,0.12973901109102715,0.5320833333333332,0.09323629364911024
text,Out,14,24,unique_contacts,14,SVC,down,0.540552271745365,0.10316900228238515,0.5566666666666668,0.07596184581881893,0.5640412593942009,0.094901681870357,0.54,0.1541968075004217,0.5733333333333335,0.15501348552899316,0.5566666666666668,0.07596184581881893
text,Out,14,24,combined,7,SVC,down,0.5405238589659721,0.09538370510708545,0.5620833333333334,0.07289291339899573,0.5735329156137982,0.08835865114604996,0.5308333333333334,0.14441287533808023,0.5933333333333333,0.1638139702071128,0.5620833333333334,0.07289291339899572
