modality,direction,day,interval,variable,pc,method,sampling,f1_mean,f1_stdev,accuracy_mean,accuracy_stdev,precision_mean,precision_stdev,sensitivity_mean,sensitivity_stdev,specificity_mean,specificity_stdev,auc_mean,auc_stdev
text,Out,14,4,unique_contacts,3,SVC,up,0.5867299518677439,0.08271841957896121,0.5579166666666664,0.06723636006267827,0.5534188084876938,0.06272479714648689,0.645,0.15011219148913263,0.4708333333333332,0.16213320859356356,0.5579166666666664,0.06723636006267825
text,Out,14,4,average_length,12,SVC,up,0.5866290004950899,0.1056034270417314,0.5587500000000003,0.07516699515408225,0.5581606960720742,0.09303314067911778,0.6575,0.1913150045773488,0.4599999999999999,0.20047642469243987,0.5587500000000003,0.07516699515408223
text,Out,14,4,combined,4,LR,down,0.586582312474894,0.09126802559766672,0.5579166666666667,0.0760483686682652,0.5517490644460461,0.07348207362317877,0.6441666666666669,0.15207828851002753,0.47166666666666673,0.14945655390088508,0.5579166666666667,0.0760483686682652
text,Out,14,4,combined,5,LR,up,0.5864559683108129,0.09191307173549754,0.5566666666666665,0.0754987159938683,0.5505872551511096,0.07473968278759913,0.6466666666666668,0.1585215078858443,0.4666666666666665,0.1593512380230657,0.5566666666666665,0.0754987159938683
text,Out,14,12,average_length,9,KNN,down,0.5864226704297495,0.09671458973954017,0.5662500000000003,0.08563631731920462,0.5609651706222913,0.08454419503056246,0.6283333333333331,0.14574973553887524,0.5041666666666668,0.14083236207901298,0.5662500000000003,0.0856363173192046
text,Out,14,4,unique_contacts,8,SVC,up,0.5860407497222838,0.0799927965099701,0.5645833333333333,0.07310431602391444,0.5631020015416304,0.07502435167981651,0.6275,0.13107033692296624,0.5016666666666666,0.15259631096120072,0.5645833333333333,0.07310431602391447
text,Out,14,4,average_length,13,SVC,down,0.5857394836519267,0.1076808828112828,0.5650000000000002,0.07774169437162433,0.5635392442954364,0.0896185228900604,0.6458333333333333,0.19185688116596059,0.4841666666666666,0.19197384256443956,0.5650000000000002,0.07774169437162433
text,Out,14,4,combined,3,LR,down,0.5857368157880035,0.08403887318658389,0.5579166666666668,0.0787669334046959,0.555791516490046,0.0795024158945173,0.6366666666666668,0.13788526273323176,0.4791666666666665,0.16039329817984946,0.5579166666666668,0.0787669334046959
text,Out,14,4,average_length,14,LR,up,0.5855958426180657,0.09260259493415852,0.5637500000000003,0.08872597918713573,0.5626987707854583,0.09311573361031343,0.6258333333333332,0.1368512139877518,0.5016666666666665,0.16325635511664108,0.5637500000000003,0.08872597918713576
text,Out,14,12,average_length,15,SVC,up,0.5855701368999281,0.08330696288670154,0.5941666666666667,0.0741156238687838,0.607862448009507,0.09491397766744013,0.5841666666666666,0.13001715763491092,0.6041666666666666,0.16342598553999735,0.5941666666666667,0.07411562386878383
text,Out,14,4,average_length,15,SVC,down,0.5855481930719142,0.1068994898193578,0.5637499999999999,0.0754836165989661,0.5630100787155743,0.08889788991713513,0.6466666666666666,0.1876967729168829,0.48083333333333345,0.19457246867627212,0.5637499999999999,0.07548361659896612
text,Out,14,6,combined,2,LR,up,0.5855300146543427,0.07924486577124842,0.5716666666666664,0.07230958197460634,0.57418448351614,0.08132894273281342,0.6166666666666667,0.13348055844851023,0.5266666666666668,0.16278303504455402,0.5716666666666664,0.07230958197460631
text,Out,14,4,unique_contacts,5,SVC,down,0.5854393081144557,0.0878475776626742,0.5637499999999998,0.07617739316935546,0.5588936456560295,0.07433325187514439,0.6291666666666667,0.1388257432212063,0.4983333333333333,0.13862601385444118,0.5637499999999998,0.07617739316935544
text,Out,14,12,average_length,14,SVC,up,0.5853882389789821,0.08221612448621753,0.595833333333333,0.07337368800892746,0.6115901217805244,0.1015749117696752,0.5808333333333333,0.12836656179203182,0.6108333333333333,0.15849274272013059,0.595833333333333,0.07337368800892743
text,Out,14,4,combined,5,LR,down,0.5852027894484921,0.10197250464716064,0.5587500000000001,0.0833533225184198,0.5517891365600345,0.08527007713441481,0.6408333333333335,0.16053318497817456,0.47666666666666657,0.1549229561248289,0.5587500000000001,0.0833533225184198
text,Out,14,4,average_length,3,SVC,down,0.5851556708110621,0.10246905604681913,0.5408333333333332,0.06432656407923698,0.5347700067820038,0.06067995499292415,0.6825000000000001,0.19559364585420702,0.39916666666666667,0.1958087060953012,0.5408333333333332,0.06432656407923697
text,Out,14,4,average_length,14,LR,down,0.5849120732516934,0.09610756435781068,0.5666666666666665,0.09269775173221038,0.5667153187799473,0.0978661014849587,0.6191666666666665,0.13518028449214028,0.5141666666666665,0.16542254503629505,0.5666666666666665,0.0926977517322104
text,Out,14,4,average_length,7,SVC,up,0.5848727213961112,0.09453492916589899,0.5483333333333335,0.07149007292972356,0.5459006040399231,0.07309346895382575,0.6633333333333331,0.18076716426599065,0.4333333333333333,0.1887700160710177,0.5483333333333335,0.07149007292972355
text,Out,14,4,unique_contacts,5,SVC,up,0.5844126793776829,0.08138300935213853,0.5579166666666666,0.0674966744826568,0.5523147981189779,0.06442556113951566,0.6358333333333334,0.13896714966807333,0.47999999999999987,0.1366588648508102,0.5579166666666666,0.06749667448265678
text,Out,14,12,average_length,4,LR,down,0.5844085162970958,0.08754642925163825,0.5712499999999999,0.08402386458873745,0.574009936442986,0.09474131035779707,0.6116666666666664,0.12986870690257796,0.5308333333333334,0.16051570579528493,0.5712499999999999,0.08402386458873747
text,Out,14,4,unique_contacts,1,SVC,up,0.5843605547212696,0.08473810752778457,0.5429166666666664,0.07018668988197194,0.5360992322595668,0.062081547747388166,0.66,0.15474173842784716,0.4258333333333333,0.151171537977559,0.5429166666666664,0.07018668988197195
