ID,nAddresses,Messages,help,office,dance,money,wedding,domestic_work,sleep,medical_emergency,cold,hate,cheerfulness,aggression,occupation,envy,anticipation,family,vacation,crime,attractive,masculine,prison,health,pride,dispute,nervousness,government,weakness,horror,swearing_terms,leisure,suffering,royalty,wealthy,tourism,furniture,school,magic,beach,journalism,morning,banking,social_media,exercise,night,kill,blue_collar_job,art,ridicule,play,computer,college,optimism,stealing,real_estate,home,divine,sexual,fear,irritability,superhero,business,driving,pet,childish,cooking,exasperation,religion,hipster,internet,surprise,reading,worship,leader,independence,movement,body,noise,eating,medieval,zest,confusion,water,sports,death,healing,legend,heroic,celebration,restaurant,violence,programming,dominant_heirarchical,military,neglect,swimming,exotic,love,hiking,communication,hearing,order,sympathy,hygiene,weather,anonymity,trust,ancient,deception,fabric,air_travel,fight,dominant_personality,music,vehicle,politeness,toy,farming,meeting,war,speaking,listen,urban,shopping,disgust,fire,tool,phone,gain,sound,injury,sailing,rage,science,work,appearance,valuable,warmth,youth,sadness,fun,emotional,joy,affection,traveling,fashion,ugliness,lust,shame,torment,economics,anger,politics,ship,clothing,car,strength,technology,breaking,shape_and_size,power,white_collar_job,animal,party,terrorism,smell,disappointment,poor,plant,pain,beauty,timidity,philosophy,negotiate,negative_emotion,cleaning,messaging,competing,law,friends,payment,achievement,alcohol,liquid,feminine,weapon,children,monster,ocean,giving,contentment,writing,rural,positive_emotion,musical,text_abbreviations,PositiveCnt,NegativeCnt,PositiveStd,NegativeStd,PostitiveAvg,NegativeAvg,SubjectiveCnt,SubjectiveStd,SubjectiveAvg,NNP,RB,RP,SYM,POS,WDT,VBD,NNS,NNPS,UH,PRP$,WRB,JJR,VBZ,VB,EX,PDT,RBS,RBR,FW,NN,PRP,VBP,JJ,VBG,TO,DT,MD,WP,CC,VBN,JJS,IN,CD,WordSum,WordAvg,WordStd,CharacterSum,CharacterAvg,CharacterStd,score
m5989,1,105,0.0,0.0009784735812133072,0.0,0.02348336594911937,0.0009784735812133072,0.011741682974559686,0.008806262230919766,0.0,0.004892367906066536,0.0,0.0009784735812133072,0.0,0.003913894324853229,0.0,0.0,0.0019569471624266144,0.0136986301369863,0.0,0.0009784735812133072,0.0,0.0019569471624266144,0.0009784735812133072,0.0,0.0019569471624266144,0.0009784735812133072,0.0009784735812133072,0.0009784735812133072,0.0,0.0,0.0019569471624266144,0.0009784735812133072,0.0,0.005870841487279843,0.0,0.0029354207436399216,0.0029354207436399216,0.0019569471624266144,0.0,0.0,0.01467710371819961,0.019569471624266144,0.0029354207436399216,0.0,0.004892367906066536,0.0,0.0009784735812133072,0.0,0.0,0.0019569471624266144,0.004892367906066536,0.0029354207436399216,0.0029354207436399216,0.0,0.009784735812133072,0.011741682974559686,0.0,0.0009784735812133072,0.0,0.0009784735812133072,0.0,0.025440313111545987,0.02446183953033268,0.0,0.0019569471624266144,0.00684931506849315,0.0009784735812133072,0.0,0.0,0.0029354207436399216,0.0,0.0019569471624266144,0.0,0.0009784735812133072,0.0,0.0029354207436399216,0.0009784735812133072,0.0,0.008806262230919766,0.0,0.0,0.0009784735812133072,0.0,0.0029354207436399216,0.0,0.0029354207436399216,0.0029354207436399216,0.0009784735812133072,0.0019569471624266144,0.003913894324853229,0.0029354207436399216,0.003913894324853229,0.0,0.0,0.0,0.0,0.0,0.0009784735812133072,0.0,0.011741682974559686,0.007827788649706456,0.0029354207436399216,0.0,0.003913894324853229,0.003913894324853229,0.0,0.0019569471624266144,0.0,0.0,0.0,0.0,0.0009784735812133072,0.0009784735812133072,0.0019569471624266144,0.021526418786692758,0.0,0.003913894324853229,0.0,0.004892367906066536,0.0,0.011741682974559686,0.009784735812133072,0.0,0.007827788649706456,0.0,0.0019569471624266144,0.0,0.0136986301369863,0.0,0.0019569471624266144,0.0009784735812133072,0.0,0.0,0.0,0.009784735812133072,0.0009784735812133072,0.0136986301369863,0.0,0.0009784735812133072,0.0,0.0009784735812133072,0.0029354207436399216,0.0,0.0,0.009784735812133072,0.0029354207436399216,0.0,0.0,0.0019569471624266144,0.0,0.007827788649706456,0.0,0.0,0.0,0.0,0.021526418786692758,0.003913894324853229,0.0009784735812133072,0.0009784735812133072,0.0009784735812133072,0.0019569471624266144,0.0009784735812133072,0.0009784735812133072,0.005870841487279843,0.0,0.0,0.0,0.0019569471624266144,0.0,0.0019569471624266144,0.0,0.0,0.0,0.0,0.005870841487279843,0.0009784735812133072,0.005870841487279843,0.0,0.0,0.0,0.016634050880626222,0.0,0.0009784735812133072,0.0019569471624266144,0.003913894324853229,0.0009784735812133072,0.0009784735812133072,0.0,0.003913894324853229,0.02446183953033268,0.0009784735812133072,0.003913894324853229,0.0019569471624266144,0.004892367906066536,0.0,0.0009784735812133072,31,7,0.2102712194950844,0.11258133030607033,0.34810082390727554,-0.220436507936508,44,0.2600263040535105,0.5308166896235077,41,80,7,0,1,4,28,21,0,0,29,12,1,24,95,0,0,1,2,0,133,161,66,41,29,52,60,26,13,23,14,0,78,10,1038,9.885714285714286,9.3445316687806,4870,46.38095238095239,44.45058914439095,0
m8781,2,8,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809523,0.0,0.0,0.0,0.0,0.009523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809523,0.0,0.0,0.0,0.0,0.009523809523809523,0.0,0.009523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01904761904761905,0.0,0.0,0.0,0.009523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01904761904761905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809523,0.0,0.009523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,7,0,0,0,0,0,1,2,0,0,0,0,0,4,1,0,0,0,0,11,54,3,1,6,1,0,6,0,0,1,0,0,2,5,106,13.25,8.627716963368696,545,68.125,48.35658564249548,1
m5475,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0.0,3,3.0,0.0,1
m5926,6,102,0.0012690355329949238,0.0025380710659898475,0.0012690355329949238,0.0012690355329949238,0.0012690355329949238,0.012690355329949237,0.006345177664974618,0.0025380710659898475,0.007614213197969543,0.0025380710659898475,0.0,0.0,0.0025380710659898475,0.0,0.0,0.011421319796954314,0.006345177664974618,0.0012690355329949238,0.0012690355329949238,0.0012690355329949238,0.0,0.0025380710659898475,0.0,0.0,0.0038071065989847717,0.0,0.0,0.0,0.0,0.0038071065989847717,0.0025380710659898475,0.0,0.0025380710659898475,0.0025380710659898475,0.0012690355329949238,0.01015228426395939,0.0,0.0,0.0025380710659898475,0.005076142131979695,0.0012690355329949238,0.0025380710659898475,0.0025380710659898475,0.0025380710659898475,0.0012690355329949238,0.0,0.0012690355329949238,0.0,0.0025380710659898475,0.0025380710659898475,0.007614213197969543,0.011421319796954314,0.0,0.0025380710659898475,0.011421319796954314,0.0,0.0038071065989847717,0.0025380710659898475,0.0,0.0,0.012690355329949237,0.0,0.0,0.0038071065989847717,0.006345177664974618,0.0,0.0,0.0012690355329949238,0.0025380710659898475,0.0,0.00888324873096447,0.0,0.0,0.0,0.0025380710659898475,0.0012690355329949238,0.005076142131979695,0.012690355329949237,0.0,0.0025380710659898475,0.0,0.0,0.0025380710659898475,0.0,0.0025380710659898475,0.0,0.006345177664974618,0.005076142131979695,0.0038071065989847717,0.0025380710659898475,0.0025380710659898475,0.0,0.0,0.0,0.0012690355329949238,0.0012690355329949238,0.006345177664974618,0.0,0.0038071065989847717,0.006345177664974618,0.0,0.0038071065989847717,0.0,0.006345177664974618,0.0,0.0025380710659898475,0.0,0.0,0.0012690355329949238,0.0012690355329949238,0.0,0.0012690355329949238,0.0038071065989847717,0.0,0.0,0.0038071065989847717,0.0,0.011421319796954314,0.0,0.0025380710659898475,0.00888324873096447,0.0012690355329949238,0.007614213197969543,0.0,0.0025380710659898475,0.0012690355329949238,0.0012690355329949238,0.0,0.006345177664974618,0.0012690355329949238,0.0,0.0,0.005076142131979695,0.011421319796954314,0.0,0.0025380710659898475,0.0,0.0,0.0025380710659898475,0.0025380710659898475,0.006345177664974618,0.0025380710659898475,0.01015228426395939,0.01015228426395939,0.0012690355329949238,0.0,0.0025380710659898475,0.0038071065989847717,0.0,0.0025380710659898475,0.0,0.0,0.0,0.0012690355329949238,0.0,0.005076142131979695,0.0,0.0012690355329949238,0.0025380710659898475,0.0,0.0025380710659898475,0.0,0.006345177664974618,0.0,0.0,0.0,0.0012690355329949238,0.0012690355329949238,0.006345177664974618,0.0,0.0012690355329949238,0.0,0.0012690355329949238,0.005076142131979695,0.0,0.0025380710659898475,0.0,0.0012690355329949238,0.005076142131979695,0.0025380710659898475,0.0012690355329949238,0.0012690355329949238,0.0012690355329949238,0.0025380710659898475,0.0,0.00888324873096447,0.0,0.0,0.006345177664974618,0.0038071065989847717,0.00888324873096447,0.0,0.011421319796954314,0.0025380710659898475,0.02538071065989848,41,14,0.20680607601634174,0.1890033929830181,0.4662558072009293,-0.2758361678004536,59,0.21466640693421687,0.6249959644874901,22,61,6,0,0,3,18,19,0,1,8,9,2,14,49,3,0,0,0,0,187,96,44,48,26,18,41,22,5,22,6,1,74,11,812,7.96078431372549,6.386139354527131,4008,39.29411764705883,31.555301047866006,1
m4580,3,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1.6666666666666667,0.9428090415820634,23,7.666666666666668,6.599663291074443,2
m746,3,24,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.006993006993006993,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.006993006993006993,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.006993006993006993,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.006993006993006993,0.0,0.0,0.0,0.006993006993006993,0.0,0.013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.006993006993006993,0.006993006993006993,0.0,0.006993006993006993,0.0,0.006993006993006993,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.013986013986013986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.006993006993006993,0.006993006993006993,0.0,0.0,0.006993006993006993,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0.19011575421305832,0.0,0.506,-0.14583333333333334,9,0.3854998813390503,0.6094135802469136,6,12,2,0,0,1,9,5,0,0,2,1,0,4,5,0,0,0,0,0,20,20,4,12,3,2,10,1,0,3,1,1,8,13,146,6.083333333333332,6.020220557052338,675,28.125,27.7238052041923,2
m5487,10,29,0.00373134328358209,0.011194029850746268,0.0,0.00373134328358209,0.0,0.00746268656716418,0.00373134328358209,0.0,0.00373134328358209,0.0,0.0,0.0,0.0,0.0,0.0,0.011194029850746268,0.00746268656716418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00373134328358209,0.0,0.0,0.0,0.00746268656716418,0.0,0.00746268656716418,0.0,0.0,0.0,0.00373134328358209,0.0,0.0,0.00373134328358209,0.00373134328358209,0.0,0.0,0.0,0.0,0.0,0.0,0.00746268656716418,0.011194029850746268,0.0,0.00373134328358209,0.00373134328358209,0.00373134328358209,0.0,0.0,0.0,0.0,0.00373134328358209,0.00746268656716418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00373134328358209,0.0,0.0,0.00746268656716418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00373134328358209,0.0,0.0,0.0,0.00373134328358209,0.00373134328358209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00373134328358209,0.0,0.00373134328358209,0.0,0.0,0.00373134328358209,0.0,0.0,0.0,0.0,0.00373134328358209,0.0,0.0,0.0,0.0,0.00373134328358209,0.0,0.0,0.0,0.02985074626865672,0.0,0.0,0.0,0.00373134328358209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00373134328358209,0.0,0.0,0.0,0.00373134328358209,0.0,0.0,0.00373134328358209,0.0,0.0,0.0,0.0,0.0,0.0,0.018656716417910446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00373134328358209,0.0,0.0,0.00373134328358209,0.0,0.0,0.0,0.0,0.00746268656716418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01492537313432836,0.0,0.0,0.0,0.0,0.00373134328358209,0.0,0.00373134328358209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00746268656716418,0.0,0.0,0.0,0.01492537313432836,0.0,0.026119402985074626,8,2,0.3278954131395368,0.19375000000000006,0.4272569444444444,-0.38125,13,0.2343953087969821,0.5403774928774929,20,20,1,0,1,2,11,9,0,1,3,3,0,5,28,1,0,0,0,0,31,42,12,10,6,10,13,8,2,6,1,1,23,6,274,9.448275862068966,11.42165579788147,1369,47.206896551724135,59.590776485063074,0
m2892,6,11,0.0,0.006896551724137931,0.0,0.0,0.0,0.020689655172413796,0.020689655172413796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.0,0.0,0.0,0.0,0.006896551724137931,0.020689655172413796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04137931034482759,0.0,0.0,0.0,0.006896551724137931,0.0,0.0,0.0,0.0,0.013793103448275862,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.0,0.006896551724137931,0.0,0.0,0.006896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013793103448275862,0.0,0.020689655172413796,0.0,0.0,0.0,0.006896551724137931,0.006896551724137931,0.0,0.006896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.0,0.0,0.020689655172413796,0.0,0.0,0.0,0.006896551724137931,0.0,0.05517241379310345,0.0,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.0,0.0,0.006896551724137931,0.0,0.0,0.0,0.0,0.0,0.013793103448275862,0.006896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.006896551724137931,0.04137931034482759,0.0,0.0,0.013793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.006896551724137931,0.0,0.0,0.020689655172413796,0.0,0.006896551724137931,0.0,0.04827586206896552,0.0,0.0,7,0,0.237677505228388,0.0,0.4259894867037724,0.0,7,0.11447644870486487,0.5632189239332097,19,8,0,0,0,0,2,3,0,0,2,0,0,6,6,0,0,0,0,0,24,18,11,12,2,3,11,0,1,6,1,0,8,3,148,13.454545454545455,12.794626971461225,738,67.0909090909091,64.82487533971752,0
m7827,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,9,9.0,0.0,81,81.0,0.0,0
m2803,2,3,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2.0,0.8164965809277259,48,16.0,4.320493798938574,2
